3WGpXCj9YhhfX11TToZcXP,Troye Sivan,7136011,[Pop Rap],76
3TVXtAsR1Inumwj472S9r4,Drake,67059805,[Pop Rap],95
6Dd3NScHWwnW6obMFbl1BH,Daya,1422202,[Pop Rap],70
7nKeLE1toRtW4M279iS26h,Zay Hilfigerrr,62422,[Pop Rap],41
4nGp682WMiKS4X217kPw8C,Silent Sanctuary,2684961,[Pop Rap],61
2LZDXcxJWgsJfKXZv9a5eG,Cashmere Cat,318586,[Pop Rap],56
3tQx1LPXbsYjE9VwN1Peaa,Marc E. Bassy,400682,[Pop Rap],62
6lB8vOoI4DRrrVxXwuV19c,Mike Perry,1395709,[Pop Rap],66
50JJSqHUf2RQ9xsHs0KMHg,Jon Bellion,1315291,[Pop Rap],67
3wbCeEPAW6po7J46netxMT,Up Dharma Down,874235,[Pop Rap],56
0q4NrXqJnc367PieejuROJ,Vice,19855,[Pop Rap],43
6eUKZXaKkcviH0Ku9w2n3V,Ed Sheeran,102491340,[Pop Rap],91
0rZRTXEmmPmx6gt92tBqIc,Moira Dela Torre,7594502,[Pop Rap],70
3r3Rkuc4jmZHXgchgaXwnv,Suzi,8411,[Pop Rap],43
15NtJjjHRFybdNSMyM9smT,Nevada,14754,[Pop Rap],48
7CajNmpbOovFoOoasH2HaY,Calvin Harris,22837748,[Pop Rap],85
1l8Fu6IkuTP0U5QetQJ5Xt,Fifth Harmony,14814679,[Pop Rap],68
1vg8YXdgvLLPPeXZkM7g5W,Daryl Ong,616391,[Pop Rap],46
1Xylc3o4UrD53lo9CvFvVg,Zara Larsson,10361440,[Pop Rap],76
0NGAZxHanS9e0iNHpR8f2W,Alok,11785924,[Pop Rap],79
787bCXOIvGeBw0Bc4kEjhD,Luke Christopher,165987,[Pop Rap],48
0DnjaQqb436AH1idffI6CQ,Yeng Constantino,2390089,[Pop Rap],55
1uNFoZAHBGtllmzznpCI3s,Justin Bieber,65805578,[Pop Rap],91
1t2caVgyabZrVDAlmMGraV,Michael Pangilinan,1504725,[Pop Rap],52
3Gm5F95VdRxW3mqCn8RPBJ,Aminé,1807546,[Pop Rap],69
2KsP6tYLJlTBvSUxnwlVWa,Mike Posner,1293185,[Pop Rap],70
25u4wHJWxCA9vO0CzxAbK7,Lukas Graham,1968968,[Pop Rap],71
05o1zW8b6PV6rEquXr74sB,State of Sound,45129,[Pop Rap],40
5y2Xq6xcjJb2jVM54GHK3t,John Legend,6266498,[Pop Rap],78
5WUlDfRSoLAfcVSX1WnrxN,Sia,24369159,[Pop Rap],83
4BNWanhw4AjSXjBm9L1Jzy,Juris,687872,[Pop Rap],51
6T5tfhQCknKG4UnH90qGnz,DNCE,4273143,[Pop Rap],71
2kZThDGZcHl4klYYFk0v8n,Moonstar88,874518,[Pop Rap],52
4dpARuHxo51G3z768sgnrY,Adele,42378088,[Pop Rap],84
4qzcg58jZdJ9ujEI6Cs3Ad,Krissy,14886,[Pop Rap],34
0bdfiayQAKewqEvaU6rXCv,MØ,1382240,[Pop Rap],69
6JL8zeS1NmiOftqZTRgdTz,Meghan Trainor,11691141,[Pop Rap],75
3t5xRXzsuZmMDkQzgOX35S,Robin Schulz,2961840,[Pop Rap],77
4gzpq5DPGxSnKTe4SA8HAU,Coldplay,38548343,[Pop Rap],89
7vk5e3vY1uw9plTHJAMwjN,Alan Walker,35166948,[Pop Rap],80
5M0lbkGluOPXLeFjApw8r8,DRAM,821873,[Pop Rap],62
3YQKmKGau1PzlVlkL1iodx,Twenty One Pilots,22530674,[Pop Rap],80
6aiCKnIN68hohzU3ZzNq48,Sarah Geronimo,3242110,[Pop Rap],56
2tQbSWgZLIB8MXMnsXVRro,Nina,617783,[Pop Rap],54
2JEIN1g27pZdm3hKB9EwE5,Mark Carpio,156866,[Pop Rap],49
5elcNQkZ6FCZA3grSOMngY,MYMP,947435,[Pop Rap],58
6d47Z08T4snK50HgTEHo5Z,Sage The Gemini,819954,[Pop Rap],64
6gK1Uct5FEdaUWRWpU4Cl2,Petit Biscuit,922380,[Pop Rap],63
6ZgBJRjJsK1iOJGKGZxEUv,South Border,874458,[Pop Rap],55
24fEOzlKhgSNLIcy9NdmwH,James Reid,316218,[Pop Rap],51
3nZa8vRD64ueq3d0JNYTsl,6cyclemind,1015613,[Pop Rap],51
5pKCCKE2ajJHZ9KAiaK11H,Rihanna,50099829,[Pop Rap],87
6s22t5Y3prQHyaHWUN1R1C,AJR,2510755,[Pop Rap],76
2wY79sveU1sp5g7SokKOiI,Sam Smith,20186357,[Pop Rap],84
4NeCu267LZemnoq44lZYKy,Julie Anne San Jose,645527,[Pop Rap],51
21E3waRsmPlU7jZsS13rcj,Ne-Yo,7417271,[Pop Rap],77
0ekbDNE2eOq8QiaXM34wer,Howie Day,306785,[Pop Rap],55
2GqX0GnrKdi6Z2X2OReYOK,Piolo Pascual,213590,[Pop Rap],43
0jarApAsbmiCkYhz0590mE,Freestyle,219980,[Pop Rap],57
1Hsdzj7Dlq2I7tHP7501T4,Niall Horan,8841362,[Pop Rap],76
3C4t1usFGoKHCSRdujm2GN,Ryan Cabrera,80273,[Pop Rap],47
2Hjj68yyUPiC0HKEOigcEp,Jesse McCartney,922503,[Pop Rap],61
4AK6F7OLvEQ5QYCBNiQWHq,One Direction,27377194,[Pop Rap],84
6ydoSd3N2mwgwBHtF6K7eX,Calum Scott,4517720,[Pop Rap],78
0EmeFodog0BfCgMzAIvKQp,Shakira,24983158,[Pop Rap],85
3wjsrpfO6odEphTZWx45RQ,Hearts & Colors,130468,[Pop Rap],53
2sil8z5kiy4r76CRTXxBCA,The Goo Goo Dolls,2325601,[Pop Rap],71
0jNDKefhfSbLR9sFvcPLHo,San Holo,665999,[Pop Rap],58
64M6ah0SkkRsnPGtGiRAbb,Bebe Rexha,7554474,[Pop Rap],82
3AQRLZ9PuTAozP28Skbq8V,The Script,7470050,[Pop Rap],73
2mxe0TnaNL039ysAj51xPQ,R. Kelly,2464044,[Pop Rap],66
5oWOx0BBDSMoFB8JDrjQre,Katharine McPhee,175482,[Pop Rap],52
55fhWPvDiMpLnE4ZzNXZyW,Noah Cyrus,1026374,[Pop Rap],72
6oMuImdp5ZcFhWP0ESe6mG,Migos,12543999,[Pop Rap],77
5H6xmHXjsq98NLbEjuE29f,NEIKED,122594,[Pop Rap],68
6w7j5wQ5AI5OQYlcM15s2L,Extreme,462415,[Pop Rap],62
1anyVhU62p31KFi8MEzkbf,Chance the Rapper,5741187,[Pop Rap],75
02kJSzxNuaWGqwubyUba0Z,G-Eazy,5095664,[Pop Rap],75
6X9aYHnQ75YI8o08aoa0iS,Boyzone,935921,[Pop Rap],60
4ehtJnVumNf6xzSCDk8aLB,Martin Jensen,1278830,[Pop Rap],67
0t7vWPRBcVv4xBEHPZHSWA,Sitti,74010,[Pop Rap],47
1vSN1fsvrzpbttOYGsliDr,Tori Kelly,2054167,[Pop Rap],67
5ILrArfIV0tMURcHJN8Q07,Vanessa Carlton,557195,[Pop Rap],63
6dC0rIJNLSFZwqckLgXJ8p,Timeflies,324631,[Pop Rap],55
69ug07KFFRhcCZ7iZ1Mn1i,Bailey May,58337,[Pop Rap],31
2Rf4X6m0oayCJhaJ5K63GQ,Nathan Sykes,472277,[Pop Rap],57
5X4LWwbUFNzPkEas04uU82,DVBBS,1001797,[Pop Rap],64
0C8ZW7ezQVs4URX5aX7Kqx,Selena Gomez,37392376,[Pop Rap],82
36jaGQtMj5UWD0eO1fCVdD,Joel Adams,167939,[Pop Rap],55
5PokPZn11xzZXyXSfnvIM3,Lifehouse,1835803,[Pop Rap],64
5aMmmNxw4vgpc5XC6hK0zp,The Calling,671379,[Pop Rap],61
2FwJwEswyIUAljqgjNSHgP,Snakehips,344662,[Pop Rap],63
0AJUYWKztkg5dnrHDIBv47,MiC LOWRY,47886,[Pop Rap],38
4phGZZrJZRo4ElhRtViYdl,Jason Mraz,6804659,[Pop Rap],72
7374lH6kwx9uQATYQ9H3Cp,Eraserheads,2793355,[Pop Rap],63
6aZyMrc4doVtZyKNilOmwu,Colbie Caillat,2390570,[Pop Rap],67
3RpJ6OyOnaXRFRXSirgQa6,Jericho Rosales,98834,[Pop Rap],47
6wPhSqRtPu1UhRCDX5yaDJ,The Pussycat Dolls,5212253,[Pop Rap],68
2WzaAvm2bBCf4pEhyuDgCY,Ruth B.,2236808,[Pop Rap],76
7xEFii6utZmQ61kX59HmLH,FRENSHIP,178613,[Pop Rap],55
7DW4ijH3n36QN0RlC0n649,Angeline Quinto,553333,[Pop Rap],53
5lXfVoQxVgC5fpjkVqvNYn,Isaiah Firebrace,52828,[Pop Rap],50
4PVn1b2WnnXdq80C7uaZLZ,Nause,195273,[Pop Rap],46
0jnsk9HBra6NMjO2oANoPY,Flo Rida,8651810,[Pop Rap],77
0hEurMDQu99nJRq8pTxO14,John Mayer,5632791,[Pop Rap],77
7H55rcKCfwqkyDFH9wpKM6,Christina Perri,3369221,[Pop Rap],71
1Fr6agZ6iSM5Ynn2k4C8sc,VÉRITÉ,292642,[Pop Rap],52
5BAyYwbv8OSfqeXMjPgWX6,Toni Gonzaga,703961,[Pop Rap],51
0DdDnziut7wOo6cAYWVZC5,KREAM,213129,[Pop Rap],61
6Ww3OMFzCaO33ulKh1LBFN,Hale,804596,[Pop Rap],60
2nZ18B9RTjJH56v2NTnNAI,Leanne & Naara,59097,[Pop Rap],48
6nxWCVXbOlEVRexSbLsTer,Flume,2306954,[Pop Rap],72
4TH4BHy0LdBi3dpBW4P2UX,R. City,128695,[Pop Rap],62
5mnS9jJdKQQcRSqFu5YPVe,Auli'i Cravalho,94474,[Pop Rap],63
2LJxr7Pt3JnP60eLxwbDOu,Mandy Moore,661680,[Pop Rap],63
0lzV2CiahHRiGd6qpADtPS,James Hersey,51694,[Pop Rap],49
4bYPcJP5jwMhSivRcqie2n,Adam Levine,963822,[Pop Rap],72
62WbvkXqQGvXQvw74GU3kQ,Morissette,1070016,[Pop Rap],54
0gadJ2b9A4SKsB1RFkBb66,Passenger,3033419,[Pop Rap],71
6jJ0s89eD6GaHleKKya26X,Katy Perry,22517963,[Pop Rap],83
5mNum7eUoqWS6NBo91NYHP,Abra,23153,[Pop Rap],11
0AuZVHIr5WSEBbBLZwWwWc,Charice,161012,[Pop Rap],48
2MqhkhX4npxDZ62ObR5ELO,Hoobastank,2166611,[Pop Rap],65
6jV25rzTKQ2zMgrqHha1V5,CHANYEOL,1697145,[Pop Rap],59
7KMqksf0UMdyA0UCf4R3ux,James Blunt,2675940,[Pop Rap],70
0zOcE3mg9nS6l3yxt1Y0bK,The Fray,3711091,[Pop Rap],69
4kYGAK2zu9EAomwj3hXkXy,JP Cooper,794080,[Pop Rap],69
6vWDO969PvNqNYHIOW5v0m,Beyoncé,32154178,[Pop Rap],88
7xTcuBOIAAIGDOSvwYFPzk,Daniel Powter,236987,[Pop Rap],59
11hIqBsGRPztdjBHCSLClX,Daniel Bedingfield,170879,[Pop Rap],53
4KOFxteqSAveWCElBVijTy,Joshua Garcia,34030,[Pop Rap],23
1mcqfNCReSFxun2vIWvC28,KZ Tandingan,824107,[Pop Rap],54
719ZCUqy59oGckcB1MzVTx,The Company,21289,[Pop Rap],38
4HOEnLufwAqJ2qoJPVnL01,Callalily,1356678,[Pop Rap],52
7HJDRQAfEcFiARVehhM6qD,Gloc 9,1105419,[Pop Rap],59
6xfqnpe2HnLVUaYXs2F8YS,Anna Kendrick,320892,[Pop Rap],63
5JZ7CnR6gTvEMKX4g70Amv,Lauv,5226795,[Pop Rap],78
1HY2Jd0NmPuamShAr6KMms,Lady Gaga,23199859,[Pop Rap],85
4EzkuveR9pLvDVFNx6foYD,James Bay,3718329,[Pop Rap],72
188VINPQh5dyNfLUkevKqf,Olivia Holt,1045356,[Pop Rap],51
7hOGhpa8RMSuDOWntGIAJt,A R I Z O N A,391364,[Pop Rap],60
3zrUX1hQrUB9aXcOiyQLmN,Stanaj,59939,[Pop Rap],43
6kXm2YCtdUOpRYNKeKhfue,Ryan Gosling,41249,[Pop Rap],55
3rIZMv9rysU7JkLzEaC5Jp,Snow Patrol,2676521,[Pop Rap],67
0ZED1XzwlLHW4ZaG4lOT6m,Julia Michaels,4552317,[Pop Rap],74
0XOSmu9Qn1agQULUVe0dAK,Inigo Pascual,470249,[Pop Rap],46
49tQo2QULno7gxHutgccqF,LANY,4990150,[Pop Rap],75
6aLdhHUqgdKE86xbtNmY8g,Crush,1032167,[Pop Rap],67
64KEffDW9EtZ1y2vBYgq8T,Marshmello,34265820,[Pop Rap],83
1XLjkBxFokuDTlHt0mQkRe,Thomas Gold,163206,[Pop Rap],51
6O74knDqdv3XaWtkII7Xjp,Boyz II Men,2568214,[Pop Rap],65
4lDBihdpMlOalxy1jkUbPl,Grey,69265,[Pop Rap],65
1tXFYQZSAswt4JLB42lpye,Sponge Cola,1091465,[Pop Rap],55
4V8Sr092TqfHkfAA5fXXqG,Luis Fonsi,10589263,[Pop Rap],75
4U78sK2D3zASSB6oSR38GQ,Christian Bautista,444845,[Pop Rap],52
3DiDSECUqqY1AuBP8qtaIa,Alicia Keys,9965145,[Pop Rap],77
58MLl9nC29IXbE4nEtuoP2,Alex & Sierra,1110402,[Pop Rap],61
53XhwfbYqKCa1cC15pYq2q,Imagine Dragons,41941289,[Pop Rap],88
5338fdSzGNOFD4cxAxDTeq,Aaron Carter,278484,[Pop Rap],44
0c173mlxpT3dSFRgMO8XPh,Big Sean,10025366,[Pop Rap],79
4NagmapOfJiPOxJ9vQsrsf,Mikkel S. Eriksen,241,[Pop Rap],19
4Rxn7Im3LGfyRkY2FlHhWi,Nick Jonas,8333646,[Pop Rap],64
7LVPSD4kabI5LiXIVPI8tn,Jona,118424,[Pop Rap],44
74KM79TiuVKeVCqs8QtB0B,Sabrina Carpenter,4446049,[Pop Rap],74
1DZGAZcaTA32eLJELEsjXY,Kiana V,45321,[Pop Rap],44
4qBgvVog0wzW75IQ48mU7v,KYLE,1020754,[Pop Rap],66
2yEkZBBjhzKzt6LF5XMaFi,Blue,504798,[Pop Rap],61
1GxkXlMwML1oSg5eLPiAz3,Michael Bublé,5442693,[Pop Rap],74
3Nrfpe0tUJi4K4DXYWgMUX,BTS,54852457,[Pop Rap],91
0dtmYDbYpwcdHPBI1OJatT,Hugh Grant,6824,[Pop Rap],46
5rSXSAkZ67PYJSvpUpkOr7,Backstreet Boys,4729458,[Pop Rap],74
2XMxHczWkSzDDFhiC3zt8k,Marié Digby,70755,[Pop Rap],43
0L6Gwm0JDrgIQJfjarWSUR,Edwin McCain,284369,[Pop Rap],53
0AvtzKTYleNqdJXoZasQWG,Stephen Speaks,148324,[Pop Rap],58
6Ff53KvcvAj5U7Z1vojB5o,*NSYNC,1858926,[Pop Rap],66
0lJlKQvuM2Sd9DPPyUXcHg,Sixpence None The Richer,401434,[Pop Rap],62
0X2BH1fck6amBIoJhDVmmJ,Ellie Goulding,11143953,[Pop Rap],78
3QLIkT4rD2FMusaqmkepbq,Rachel Platten,848793,[Pop Rap],62
3z0IVhtuFvt9VYUZGT98PU,Jay R,148916,[Pop Rap],43
5Pwc4xIPtQLFEnJriah9YJ,OneRepublic,14199800,[Pop Rap],85
3FUY2gzHeIiaesXtOAdB7A,Train,4119214,[Pop Rap],72
0xNog7ZdcTq9sJFiIXJJTH,Kaye Cal,507939,[Pop Rap],44
246dkjvS1zLTtiykXe5h60,Post Malone,38166350,[Pop Rap],89
23fqKkggKUBHNkbKtXEls4,Kygo,8141776,[Pop Rap],80
6XyY86QOPPrYVGvF9ch6wz,Linkin Park,21735103,[Pop Rap],83
09DdQEMQaaq0f99vqqub3V,krissy & ericka,25508,[Pop Rap],46
00FQb4jTyendYWaN8pK0wa,Lana Del Rey,17826122,[Pop Rap],87
2qxJFvFYMEDqd7ui6kSAcq,Zedd,5807997,[Pop Rap],75
07YZf4WDAMNwqr4jfgOZ8y,Jason Derulo,11532667,[Pop Rap],80
2kucQ9jQwuD8jWdtR9Ef38,Sam Hunt,2244172,[Pop Rap],70
1bqxdqvUtPWZri43cKHac8,MAX,766253,[Pop Rap],70
163tK9Wjr9P9DmM0AVK7lm,Lorde,9865242,[Pop Rap],76
1RyvyyTE3xzB2ZywiAwp0i,Future,12142997,[Pop Rap],88
6LuN9FCkKOj5PcnpouEgny,Khalid,15514315,[Pop Rap],86
1xHQO9GJIW9OXHxGBISYc5,Marian Hill,456654,[Pop Rap],55
4Q6nIcaBED8qUel8bBx6Cr,Jax Jones,1055462,[Pop Rap],75
5yVM85m9yNcHO6o0vaaVxW,Daniel Padilla,475061,[Pop Rap],53
4S9EykWXhStSc15wEx8QFK,Céline Dion,6556787,[Pop Rap],73
4N3cNXg5phUzRzuJYYxQlV,Emma Watson,77566,[Pop Rap],51
4tB1f1h4TQqDz4bNaibMpl,Emma Thompson,3350,[Pop Rap],49
5lLVsxABqSuosfqAoLQeXV,Dan Stevens,5948,[Pop Rap],49
105Paee9vmV5rfLSG652e1,Ewan McGregor,32380,[Pop Rap],54
1Cs0zKBU1kc0i8ypK3B9ai,David Guetta,24728677,[Pop Rap],88
6M2wZ9GZgrQXHCFfjv46we,Dua Lipa,36295624,[Pop Rap],89
2MoxYOhy9ooC8KRcdgIFif,Leroy Styles,3743,[Pop Rap],27
7DMveApC7UnC2NPfPvlHSU,Cheat Codes,2090377,[Pop Rap],71
2YZyLoL8N0Wb9xBt1NhZWg,Kendrick Lamar,21452213,[Pop Rap],88
0uGk2czvcpWQA383Im6ajf,Maggie Lindemann,1820747,[Pop Rap],67
6KImCVD70vtIoJWnq6nGn3,Harry Styles,23415953,[Pop Rap],91
26VFTg2z8YR0cCuwLzESi2,Halsey,18388465,[Pop Rap],83
2cFrymmkijnjDg9SS92EPM,blackbear,4776528,[Pop Rap],80
4u5smJBskI6Adzv08PuiUP,Kiiara,866251,[Pop Rap],62
74XFHRwlV6OrjEM0A2NCMF,Paramore,7107098,[Pop Rap],76
7ygtjsCTrCQZAYYPOne9uE,Erik Santos,638384,[Pop Rap],51
6ltzsmQQbmdoHHbLZ4ZN25,Lord Huron,1117415,[Pop Rap],72
4TrraAsitQKl821DQY42cZ,Sigrid,647294,[Pop Rap],62
0QHgL1lAIqAw0HtD7YldmP,DJ Khaled,8360497,[Pop Rap],82
6vXTefBL93Dj5IqAWq6OTv,French Montana,4657837,[Pop Rap],76
7blkMNJv8n9ceP9zlA4W2U,Shawn Hook,61285,[Pop Rap],46
4xRYI6VqpkE3UwrDrAZL8L,Logic,5787092,[Pop Rap],77
4O15NlyKLIASxsJ0PrXPfz,Lil Uzi Vert,13778900,[Pop Rap],85
5YGY8feqx7naU7z4HrwZM6,Miley Cyrus,18947928,[Pop Rap],81
5pUo3fmmHT8bhCyHE52hA6,Liam Payne,9776283,[Pop Rap],65
4nDoRrQiYLoBzwC5BhVJzF,Camila Cabello,28023286,[Pop Rap],82
4iSU0hKfGnU2nscL5dLi9p,Claudia,23063,[Pop Rap],31
73sIBHcqh3Z3NyqHKZ7FOL,Childish Gambino,9808501,[Pop Rap],78
5CCwRZC6euC8Odo6y9X8jr,Rita Ora,7605905,[Pop Rap],73
4VkqlQl3hGhxjchI34xp2V,Thyro,11301,[Pop Rap],46
1yxSLGMDHlW21z4YXirZDS,Black Eyed Peas,6895996,[Pop Rap],80
06HL4z0CvFAxyc27GXpf02,Taylor Swift,58894519,[Pop Rap],94
2XnBwblw31dfGnspMIwgWz,Axwell /\ Ingrosso,2394309,[Pop Rap],66
20gsENnposVs2I4rQ5kvrf,Sam Feldt,710129,[Pop Rap],73
1IueXOQyABrMOprrzwQJWN,Sigala,1461862,[Pop Rap],73
7lIVjtsgz0y1oRQFBAVNzq,Mayonnaise,922160,[Pop Rap],55
41MozSoPIsD1dJM0CLPjZF,BLACKPINK,32645668,[Pop Rap],89
00TKPo9MxwZ0j4ooveIxWZ,Loote,193136,[Pop Rap],61
3JhNCzhSMTxs9WLGJJxWOY,Macklemore,1926952,[Pop Rap],76
4DTbdShHu2RPYEEMUp2XWV,Anjulie,29859,[Pop Rap],57
6eouuqqGggqDlYRV63cgPo,Secondhand Serenade,930307,[Pop Rap],56
5lKZWd6HiSCLfnDGrq9RAm,Leona Lewis,3383862,[Pop Rap],65
3BmGtnKgCSGYIUhmivXKWX,Kelly Clarkson,9139165,[Pop Rap],73
1bj5GrcLom5gZFF5t949Xl,Martin Solveig,1204553,[Pop Rap],65
6V03b3Y36lolYP2orXn8mV,98º,399956,[Pop Rap],55
5DK8eK7fjvRsziXzyr3sFA,Moon Taxi,175720,[Pop Rap],51
1vyhD5VmyZ7KMfW5gqLgo5,J Balvin,35298287,[Pop Rap],88
6LqNN22kT3074XbTVUrhzX,Kesha,7425874,[Pop Rap],76
1LOB7jTeEV14pHai6EXSzF,Cash Cash,662523,[Pop Rap],63
6S2OmqARrzebs0tKUEyXyp,Demi Lovato,23233872,[Pop Rap],81
3cjEqqelV9zb4BYE3qDQ4O,EXO,9153346,[Pop Rap],69
0Y5tJX1MQlPlqiwlOH1tJY,Travis Scott,21033302,[Pop Rap],87
0LyfQWJT6nXafLPZqxe9Of,Various Artists,1568537,[Pop Rap],0
57WHJIHrjOE3iAxpihhMnp,Louis Tomlinson,6390867,[Pop Rap],69
3nFkdlSjzX9mRTtwJOzDYB,JAY-Z,7614930,[Pop Rap],84
6hIZBf6t4Yy8Lrqj7vPYTr,Jake Zyrus,14541,[Pop Rap],26
25uiPmTg16RbhZWAqwLBy5,Charli XCX,2663839,[Pop Rap],77
73jBynjsVtofjRpdpRAJGk,Dimitri Vegas & Like Mike,3264450,[Pop Rap],70
1URnnhqYAYcrqrcwql10ft,21 Savage,11671809,[Pop Rap],86
5he5w2lnU9x7JFhnwcekXX,Skrillex,7982336,[Pop Rap],75
1vCWHaC5f2uS3yhpwWbIA6,Avicii,22076915,[Pop Rap],80
2XHTklRsNMOOQT56Zm3WS4,Parokya Ni Edgar,2907054,[Pop Rap],63
1KCSPY1glIKqW2TotWuXOR,P!nk,13693236,[Pop Rap],79
2AQjGvtT0pFYfxR3neFcvz,Jordin Sparks,2197655,[Pop Rap],62
7FgMLbnZVrEnir95O0YujA,Five For Fighting,761265,[Pop Rap],59
1YlibpAvhJBbMZMBwN1KGv,The Juans,851291,[Pop Rap],55
3XEHRbR9NMWfNzQ6TQMS9M,Caleb Santos,37348,[Pop Rap],49
7LvDTuFCBv08xm6u1pOMK0,TJ Monterde,1034278,[Pop Rap],57
7tYKF4w9nC0nq9CsPZTHyP,SZA,8407505,[Pop Rap],83
09Xydf4dlkr29dH99DmsvQ,Janine Teñoso,346911,[Pop Rap],54
1ZTdxfZTeztyAgKUJVLxAI,Rivermaya,1514402,[Pop Rap],57
1PbBg2aYjWLKRk84zJK15x,Echosmith,586862,[Pop Rap],61
4kYSro6naA4h99UJvo89HB,Cardi B,20397833,[Pop Rap],81
7bXgB6jMjp9ATFy66eO08Z,Chris Brown,16932479,[Pop Rap],88
20wkVLutqVOYrc0kxFs7rA,Daniel Caesar,3470467,[Pop Rap],77
0eecdvMrqBftK0M1VKhaF4,CNCO,9176960,[Pop Rap],70
3AVfmawzu83sp94QW7CEGm,Astrid S,1257404,[Pop Rap],67
4YXycRbyyAE0wozTk7QMEq,Matoma,707516,[Pop Rap],66
15UsOTVnJzReFVN1VCnxy4,XXXTENTACION,38059463,[Pop Rap],87
4kI8Ie27vjvonwaB2ePh8T,Portugal. The Man,1327054,[Pop Rap],64
7cTXfwpe9peK0UE1bZyIWZ,Pinkfong,173884,[Pop Rap],65
6cEuCEZu7PAE9ZSzLLc2oQ,R3HAB,2391885,[Pop Rap],76
2JyWXPbkqI5ZJa3gwqVa0c,Craig David,801992,[Pop Rap],65
6DIS6PRrLS3wbnZsf7vYic,WALK THE MOON,1955235,[Pop Rap],68
4UXqAaa6dQYAk18Lv7PEgX,Fall Out Boy,9545836,[Pop Rap],78
2o5jDhtHVPhrJdv3cEQ99Z,Tiësto,6510217,[Pop Rap],82
6fOMl44jA4Sp5b9PpYCkzz,NF,7452170,[Pop Rap],79
3wyVrVrFCkukjdVIdirGVY,Lil Pump,7918039,[Pop Rap],66
2ZRQcIgzPCVaT9XKhXZIzh,Gryffin,849175,[Pop Rap],73
3hyEbRtp617pNCuuQjyOmc,Lost Kings,369864,[Pop Rap],59
2iB7AJhJmkWkkehY9ccB0j,Ex Battalion,2566894,[Pop Rap],55
7dGJo4pcD2V6oG8kP0tJRR,Eminem,59448539,[Pop Rap],90
7eCmccnRwPmRnWPw61x6jM,SHY Martin,261630,[Pop Rap],64
5dHt1vcEm9qb8fCyLcB3HL,A$AP Ferg,3350675,[Pop Rap],72
1z4g3DjTBBZKhvAroFlhOM,Red Velvet,7502211,[Pop Rap],72
5ebPSE9YI5aLeZ1Z2gkqjn,Clara Benin,119971,[Pop Rap],48
4iHNK0tOyZPYnBU7nGAgpQ,Mariah Carey,8161945,[Pop Rap],77
5fMUXHkw8R8eOP2RNVYEZX,Diplo,2499873,[Pop Rap],79
47z7ZrgFoBvVpCnElCE3Zh,Yellow Claw,1010194,[Pop Rap],63
7FNnA9vBm6EKceENgCGRMb,Anitta,12191008,[Pop Rap],81
3EXdLajEO02ziZ90P90bSW,Lil Xan,2244596,[Pop Rap],59
4DdkRBBYG6Yk9Ka8tdJ9BW,Offset,2433305,[Pop Rap],78
4GBFKKuwmZUnAJt6nBal7A,Kamikazee,1165172,[Pop Rap],57
1EHAbA1GMYOfkh9ds9eNfS,Jose Mari Chan,332702,[Pop Rap],57
